instant,timestamp,hr,actual,prediction,residual
16641,2012-12-01 03:00,3,15,2.4878405684859217,-12.512159431514078
16642,2012-12-01 04:00,4,5,9.1239187246401912,4.1239187246401912
16643,2012-12-01 05:00,5,13,-1.5277295183726665,-14.527729518372666
16644,2012-12-01 06:00,6,27,5.6965877769267763,-21.303412223073224
16645,2012-12-01 07:00,7,63,12.626785502653632,-50.373214497346368
16646,2012-12-01 08:00,8,144,19.556983228380489,-124.44301677161951
16647,2012-12-01 09:00,9,193,22.381111749831661,-170.61888825016834
16648,2012-12-01 10:00,10,256,42.558666653465906,-213.44133334653409
16649,2012-12-01 11:00,11,392,86.132534737997588,-305.86746526200238
16650,2012-12-01 12:00,12,446,83.600713442017977,-362.39928655798201
16651,2012-12-01 13:00,13,509,105.65040619307442,-403.34959380692555
16652,2012-12-01 14:00,14,479,128.28965405450452,-350.71034594549548
16653,2012-12-01 15:00,15,484,164.76515621860142,-319.23484378139858
16654,2012-12-01 16:00,16,443,157.85909964166146,-285.14090035833851
16655,2012-12-01 17:00,17,320,134.05879206287969,-185.94120793712031
16656,2012-12-01 18:00,18,297,140.30139482170867,-156.69860517829133
16657,2012-12-01 19:00,19,249,131.52254241173222,-117.47745758826778
16658,2012-12-01 20:00,20,198,138.45274013745907,-59.547259862540926
16659,2012-12-01 21:00,21,158,127.80109189444624,-30.198908105553755
16660,2012-12-01 22:00,22,147,134.73128962017307,-12.268710379826928
16661,2012-12-01 23:00,23,126,159.24333331463964,33.243333314639642
16662,2012-12-02 00:00,0,117,-17.143505235443911,-134.14350523544391
16663,2012-12-02 01:00,1,94,-10.213307509717083,-104.21330750971708
16664,2012-12-02 02:00,2,74,-3.8726648943638793,-77.872664894363879
16665,2012-12-02 03:00,3,25,-20.869384107897758,-45.869384107897758
16666,2012-12-02 04:00,4,7,-13.939186382170902,-20.939186382170902
16667,2012-12-02 05:00,5,8,-7.0089886564440462,-15.008988656444046
16668,2012-12-02 06:00,6,16,-5.5401872212919443,-21.540187221291944
16669,2012-12-02 07:00,7,31,1.3900105044349118,-29.609989495565088
16670,2012-12-02 08:00,8,93,14.371159631110174,-78.628840368889826
16671,2012-12-02 09:00,9,172,28.137285595593255,-143.86271440440674
16672,2012-12-02 10:00,10,293,51.568916911450899,-241.43108308854909
16673,2012-12-02 11:00,11,355,77.161372984526352,-277.83862701547366
16674,2012-12-02 12:00,12,520,90.436641680774216,-429.56335831922581
16675,2012-12-02 13:00,13,431,135.5228280601396,-295.4771719398604
16676,2012-12-02 14:00,14,473,172.19440993728489,-300.80559006271511
16677,2012-12-02 15:00,15,417,168.97499367440741,-248.02500632559259
16678,2012-12-02 16:00,16,443,175.70911168708585,-267.29088831291415
16679,2012-12-02 17:00,17,303,153.6829020992021,-149.3170979007979
16680,2012-12-02 18:00,18,203,180.20552797335731,-22.794472026642694
16681,2012-12-02 19:00,19,174,156.30652255243709,-17.693477447562913
16682,2012-12-02 20:00,20,154,169.58179124868491,15.581791248684908
16683,2012-12-02 21:00,21,99,192.41777680877766,93.41777680877766
16684,2012-12-02 22:00,22,96,199.15123683584187,103.15123683584187
16685,2012-12-02 23:00,23,51,189.97956701415444,138.97956701415444
16686,2012-12-03 00:00,0,21,33.161475698884402,12.161475698884402
16687,2012-12-03 01:00,1,13,33.54986475542762,20.54986475542762
16688,2012-12-03 02:00,2,10,56.385850315520386,46.385850315520386
16689,2012-12-03 03:00,3,8,30.817535391231786,22.817535391231786
16690,2012-12-03 04:00,4,5,20.165887148218928,15.165887148218928
16691,2012-12-03 05:00,5,38,21.340569013798472,-16.659430986201528
16692,2012-12-03 06:00,6,138,34.026282599672612,-103.97371740032739
16693,2012-12-03 07:00,7,396,34.611409354878504,-361.3885906451215
16694,2012-12-03 08:00,8,731,47.886678051126353,-683.11332194887359
16695,2012-12-03 09:00,9,308,79.333347826487596,-228.6666521735124
16696,2012-12-03 10:00,10,136,117.97576539319351,-18.024234606806488
16697,2012-12-03 11:00,11,233,137.59610505996235,-95.403894940037645
16698,2012-12-03 12:00,12,268,174.26834492272189,-93.731655077278106
16699,2012-12-03 13:00,13,321,222.21644828821391,-98.783551711786089
16700,2012-12-03 14:00,14,260,240.52054937319744,-19.47945062680256
16701,2012-12-03 15:00,15,268,241.83235959981494,-26.167640400185064
16702,2012-12-03 16:00,16,442,255.26461950459742,-186.73538049540258
16703,2012-12-03 17:00,17,708,217.89049530482737,-490.10950469517263
16704,2012-12-03 18:00,18,692,209.01360303832678,-482.98639696167322
16705,2012-12-03 19:00,19,471,215.94380076405361,-255.05619923594639
16706,2012-12-03 20:00,20,300,192.73913894103674,-107.26086105896326
16707,2012-12-03 21:00,21,221,185.23677862271765,-35.763221377282349
16708,2012-12-03 22:00,22,144,185.23300825316406,41.233008253164058
16709,2012-12-03 23:00,23,102,192.16320597889091,90.163205978890915
16710,2012-12-04 00:00,0,55,21.531883288954646,-33.468116711045354
16711,2012-12-04 01:00,1,25,39.698856012900222,14.698856012900222
16712,2012-12-04 02:00,2,8,35.294238883884162,27.294238883884162
16713,2012-12-04 03:00,3,4,38.046281041699075,34.046281041699075
16714,2012-12-04 04:00,4,7,44.976478767425903,37.976478767425903
16715,2012-12-04 05:00,5,46,61.840347921212043,15.840347921212043
16716,2012-12-04 06:00,6,153,34.026282599672612,-118.97371740032739
16717,2012-12-04 07:00,7,502,70.239347082091015,-431.760652917909
16718,2012-12-04 08:00,8,721,83.711353477001495,-637.28864652299853
16719,2012-12-04 09:00,9,336,107.83057975975703,-228.16942024024297
16720,2012-12-04 10:00,10,156,115.34967461024331,-40.650325389756688
16721,2012-12-04 11:00,11,207,137.98892247167339,-69.011077528326609
16722,2012-12-04 12:00,12,312,174.46442463577029,-137.53557536422971
16723,2012-12-04 13:00,13,272,195.03479695111557,-76.965203048884433
16724,2012-12-04 14:00,14,270,230.03032069388703,-39.969679306112965
16725,2012-12-04 15:00,15,300,256.61123993443846,-43.388760065561542
16726,2012-12-04 16:00,16,435,257.39310438830694,-177.60689561169306
16727,2012-12-04 17:00,17,743,226.16731346039526,-516.83268653960477
16728,2012-12-04 18:00,18,731,219.2612568834553,-511.7387431165447
16729,2012-12-04 19:00,19,460,212.35520030651534,-247.64479969348466
16730,2012-12-04 20:00,20,306,233.12165233490899,-72.878347665091013
16731,2012-12-04 21:00,21,280,240.24792977368423,-39.752070226315766
16732,2012-12-04 22:00,22,181,247.47290505459793,66.472905054597931
16733,2012-12-04 23:00,23,96,240.27207092247113,144.27207092247113
16734,2012-12-05 00:00,0,37,102.40169856422888,65.40169856422888
16735,2012-12-05 01:00,1,11,123.46292814780935,112.46292814780935
16736,2012-12-05 02:00,2,9,87.803950586926902,78.803950586926902
16737,2012-12-05 03:00,3,7,100.88248158451208,93.882481584512078
16738,2012-12-05 04:00,4,10,123.71171851359937,113.71171851359937
16739,2012-12-05 05:00,5,49,137.05268719286312,88.052687192863118
16740,2012-12-05 06:00,6,124,145.81659224711262,21.816592247112624
16741,2012-12-05 07:00,7,398,138.32098055979904,-259.67901944020093
16742,2012-12-05 08:00,8,759,140.68086329151714,-618.3191367084828
16743,2012-12-05 09:00,9,388,160.32781443678812,-227.67218556321188
16744,2012-12-05 10:00,10,141,175.63287017460704,34.632870174607035
16745,2012-12-05 11:00,11,172,187.69059813120799,15.690598131207992
16746,2012-12-05 12:00,12,232,200.23918335604421,-31.760816643955792
16747,2012-12-05 13:00,13,214,213.51445205229206,-0.48554794770794274
16748,2012-12-05 14:00,14,218,243.14661936101299,25.146619361012995
16749,2012-12-05 15:00,15,285,248.70228513855835,-36.297714861441648
16750,2012-12-05 16:00,16,377,249.28741189376422,-127.71258810623578
16751,2012-12-05 17:00,17,605,246.12694698289715,-358.87305301710285
16752,2012-12-05 18:00,18,609,247.79248611671193,-361.20751388328807
16753,2012-12-05 19:00,19,414,226.4606201267315,-187.5393798732685
16754,2012-12-05 20:00,20,293,215.27902611096965,-77.720973889030347
16755,2012-12-05 21:00,21,198,222.40530354974487,24.405303549744872
16756,2012-12-05 22:00,22,105,224.66714642493878,119.66714642493878
16757,2012-12-05 23:00,23,74,217.76108984799885,143.76108984799885
16758,2012-12-06 00:00,0,44,46.861601081377913,2.8616010813779127
16759,2012-12-06 01:00,1,16,53.791798807104755,37.791798807104755
16760,2012-12-06 02:00,2,9,46.88574223016478,37.88574223016478
16761,2012-12-06 03:00,3,2,41.262926375887588,39.262926375887588
16762,2012-12-06 04:00,4,9,48.88071906851232,39.88071906851232
16763,2012-12-06 05:00,5,32,55.712876937714981,23.712876937714981
16764,2012-12-06 06:00,6,124,62.741114519966033,-61.258885480033967
16765,2012-12-06 07:00,7,389,77.162495577838683,-311.83750442216132
16766,2012-12-06 08:00,8,659,84.09269330356554,-574.90730669643449
16767,2012-12-06 09:00,9,276,102.29875453202489,-173.70124546797513
16768,2012-12-06 10:00,10,145,101.73776892560591,-43.262231074394094
16769,2012-12-06 11:00,11,178,122.30814124095119,-55.691858759048813
16770,2012-12-06 12:00,12,235,147.61256838984528,-87.387431610154721
16771,2012-12-06 13:00,13,245,164.63342875216603,-80.366571247833974
16772,2012-12-06 14:00,14,212,166.53479408915717,-45.465205910842826
16773,2012-12-06 15:00,15,270,184.8388951741407,-85.161104825859297
16774,2012-12-06 16:00,16,331,186.1507054007582,-144.8492945992418
16775,2012-12-06 17:00,17,617,181.80503962375258,-435.19496037624742
16776,2012-12-06 18:00,18,565,182.78298379066948,-382.2170162093305
16777,2012-12-06 19:00,19,373,155.47225276337693,-217.52774723662307
16778,2012-12-06 20:00,20,227,155.46848239382336,-71.531517606176635
16779,2012-12-06 21:00,21,191,162.59475983259861,-28.405240167401388
16780,2012-12-06 22:00,22,133,160.35771609180583,27.357716091805827
16781,2012-12-06 23:00,23,93,167.28791381753268,74.287913817532683
16782,2012-12-07 00:00,0,48,-1.8634304510781305,-49.863430451078131
16783,2012-12-07 01:00,1,28,5.6556643994081526,-22.344335600591847
16784,2012-12-07 02:00,2,11,18.538115683944966,7.5381156839449659
16785,2012-12-07 03:00,3,5,5.2603766579818227,0.26037665798182275
16786,2012-12-07 04:00,4,10,22.838452257167972,12.838452257167972
16787,2012-12-07 05:00,5,26,18.531874984676108,-7.4681250153238921
16788,2012-12-07 06:00,6,84,43.436736090853685,-40.563263909146315
16789,2012-12-07 07:00,7,215,39.130158818361821,-175.86984118163818
16790,2012-12-07 08:00,8,441,63.83828222587681,-377.16171777412319
16791,2012-12-07 09:00,9,301,59.13888754167391,-241.86111245832609
16792,2012-12-07 10:00,10,166,81.974873101766647,-84.025126898233353
16793,2012-12-07 11:00,11,203,89.101150540541894,-113.89884945945811
16794,2012-12-07 12:00,12,240,111.74039840197202,-128.25960159802798
16795,2012-12-07 13:00,13,220,133.98682885169106,-86.013171148308942
16796,2012-12-07 14:00,14,215,131.7497851108983,-83.250214889101699
16797,2012-12-07 15:00,15,303,138.67998283662516,-164.32001716337484
16798,2012-12-07 16:00,16,375,136.04946369850708,-238.95053630149292
16799,2012-12-07 17:00,17,568,167.16901604517318,-400.83098395482682
16800,2012-12-07 18:00,18,498,165.42282957261565,-332.57717042738432
16801,2012-12-07 19:00,19,352,162.30145316626238,-189.69854683373762
16802,2012-12-07 20:00,20,241,169.91924585888708,-71.080754141112919
16803,2012-12-07 21:00,21,171,138.66684345247324,-32.333156547526755
16804,2012-12-07 22:00,22,165,145.49900132167591,-19.500998678324095
16805,2012-12-07 23:00,23,122,152.42919904740276,30.429199047402761
16806,2012-12-08 00:00,0,103,-9.3450673220996521,-112.34506732209965
16807,2012-12-08 01:00,1,100,-2.1207500268002093,-102.12075002680021
16808,2012-12-08 02:00,2,70,4.8094476989266184,-65.190552301073382
16809,2012-12-08 03:00,3,29,11.543565711605083,-17.456434288394917
16810,2012-12-08 04:00,4,12,17.786168470434063,5.7861684704340632
16811,2012-12-08 05:00,5,6,25.403961163058767,19.403961163058767
16812,2012-12-08 06:00,6,20,32.334158888785623,12.334158888785623
16813,2012-12-08 07:00,7,39,26.056745926733129,-12.943254073266871
16814,2012-12-08 08:00,8,111,50.568789621199713,-60.431210378800287
16815,2012-12-08 09:00,9,170,56.909432236552888,-113.09056776344711
16816,2012-12-08 10:00,10,287,84.17794644400216,-202.82205355599785
16817,2012-12-08 11:00,11,404,90.912064456680611,-313.08793554331942
16818,2012-12-08 12:00,12,486,98.627897005829524,-387.37210299417046
16819,2012-12-08 13:00,13,547,105.16527731984534,-441.83472268015464
16820,2012-12-08 14:00,14,542,112.88110986899426,-429.11889013100574
16821,2012-12-08 15:00,15,541,134.73472290700229,-406.26527709299774
16822,2012-12-08 16:00,16,507,141.66492063272915,-365.33507936727085
16823,2012-12-08 17:00,17,345,126.34425955356909,-218.65574044643091
16824,2012-12-08 18:00,18,304,139.42344853676855,-164.57655146323145
16825,2012-12-08 19:00,19,246,145.66605129559753,-100.33394870440247
16826,2012-12-08 20:00,20,182,115.55976125080849,-66.440238749191508
16827,2012-12-08 21:00,21,209,122.48995897653535,-86.510041023464652
16828,2012-12-08 22:00,22,160,147.68959763789979,-12.310402362100206
16829,2012-12-08 23:00,23,162,160.27727136724977,-1.7227286327502327
16830,2012-12-09 00:00,0,118,14.87596918673367,-103.12403081326633
16831,2012-12-09 01:00,1,102,21.610087199412106,-80.389912800587894
16832,2012-12-09 02:00,2,78,28.540284925138963,-49.459715074861037
16833,2012-12-09 03:00,3,48,35.470482650865819,-12.529517349134181
16834,2012-12-09 04:00,4,12,29.291109545337491,17.291109545337491
16835,2012-12-09 05:00,5,8,49.330878102319517,41.330878102319517
16836,2012-12-09 06:00,6,6,43.151504996791203,37.151504996791203
16837,2012-12-09 07:00,7,23,63.976908377195286,40.976908377195286
16838,2012-12-09 08:00,8,69,70.514288691211092,1.5142886912110924
16839,2012-12-09 09:00,9,103,78.033383541697361,-24.966616458302639
16840,2012-12-09 10:00,10,219,85.160318966086876,-133.83968103391311
16841,2012-12-09 11:00,11,250,92.188556548337914,-157.81144345166209
16842,2012-12-09 12:00,12,315,108.48273343924703,-206.51726656075297
16843,2012-12-09 13:00,13,285,99.605841172746423,-185.39415882725359
16844,2012-12-09 14:00,14,232,105.94648378809958,-126.05351621190042
16845,2012-12-09 15:00,15,225,95.098755832038322,-129.90124416796169
16846,2012-12-09 16:00,16,253,102.02895355776518,-150.97104644223481
16847,2012-12-09 17:00,17,229,108.76241358482937,-120.23758641517063
16848,2012-12-09 18:00,18,198,115.39849174098363,-82.60150825901637
16849,2012-12-09 19:00,19,122,126.80096460419504,4.8009646041950447
16850,2012-12-09 20:00,20,108,116.14931636118217,8.1493163611821728
16851,2012-12-09 21:00,21,96,123.17755394343322,27.177553943433225
16852,2012-12-09 22:00,22,78,143.21732250041521,65.217322500415207
16853,2012-12-09 23:00,23,51,136.93990953836271,85.939909538362713
16854,2012-12-10 00:00,0,20,-20.074919475569942,-40.074919475569942
16855,2012-12-10 01:00,1,4,-13.734276860216767,-17.734276860216767
16856,2012-12-10 02:00,2,5,11.465361801147679,6.4653618011476794
16857,2012-12-10 03:00,3,4,18.395559526874507,14.395559526874507
16858,2012-12-10 04:00,4,12,25.325757252601363,13.325757252601363
16859,2012-12-10 05:00,5,27,32.255954978328219,5.2559549783282193
16860,2012-12-10 06:00,6,123,39.578970115766083,-83.421029884233917
16861,2012-12-10 07:00,7,294,47.098064966252409,-246.90193503374758
16862,2012-12-10 08:00,8,584,55.481629634802502,-528.51837036519748
16863,2012-12-10 09:00,9,284,62.215747647480967,-221.78425235251905
16864,2012-12-10 10:00,10,133,86.727791341947537,-46.272208658052463
16865,2012-12-10 11:00,11,134,100.00306003819539,-33.996939961804614
16866,2012-12-10 12:00,12,173,89.351411795182514,-83.648588204817486
16867,2012-12-10 13:00,13,220,96.28160952090937,-123.71839047909063
16868,2012-12-10 14:00,14,210,133.4837951564179,-76.516204843582102
16869,2012-12-10 15:00,15,236,153.13074630168887,-82.869253698311127
16870,2012-12-10 16:00,16,345,157.79533078266823,-187.20466921733177
16871,2012-12-10 17:00,17,616,170.79568477122592,-445.20431522877408
16872,2012-12-10 18:00,18,564,160.14403652821306,-403.85596347178694
16873,2012-12-10 19:00,19,427,206.71020132890385,-220.28979867109615
16874,2012-12-10 20:00,20,300,173.8076942810041,-126.1923057189959
16875,2012-12-10 21:00,21,245,169.10829959680123,-75.891700403198769
16876,2012-12-10 22:00,22,126,211.39892695867013,85.398926958670131
16877,2012-12-10 23:00,23,84,194.59828745818464,110.59828745818464
16878,2012-12-11 00:00,0,31,57.179683863663868,26.179683863663868
16879,2012-12-11 01:00,1,8,62.558474790043235,54.558474790043235
16880,2012-12-11 02:00,2,1,71.721945887009284,70.721945887009284
16881,2012-12-11 03:00,3,3,46.939265786142769,43.939265786142769
16882,2012-12-11 04:00,4,8,47.524392541348647,39.524392541348647
16883,2012-12-11 05:00,5,41,64.113346987444601,23.113346987444601
16884,2012-12-11 06:00,6,118,70.846807014508812,-47.153192985491188
16885,2012-12-11 07:00,7,380,87.926618728839955,-292.07338127116003
16886,2012-12-11 08:00,8,724,103.43516079632701,-620.56483920367305
16887,2012-12-11 09:00,9,334,110.95491363242755,-223.04508636757245
16888,2012-12-11 10:00,10,154,131.32854824911016,-22.671451750889844
16889,2012-12-11 11:00,11,173,145.94600902003117,-27.05399097996883
16890,2012-12-11 12:00,12,226,153.46576185613171,-72.534238143868293
16891,2012-12-11 13:00,13,254,170.88618826116897,-83.113811738831032
16892,2012-12-11 14:00,14,204,177.81638598689582,-26.183614013104176
16893,2012-12-11 15:00,15,270,184.74658371262268,-85.25341628737732
16894,2012-12-11 16:00,16,358,191.67678143834951,-166.32321856165049
16895,2012-12-11 17:00,17,601,173.95337875340402,-427.04662124659598
16896,2012-12-11 18:00,18,546,180.88357647913088,-365.11642352086915
16897,2012-12-11 19:00,19,433,187.81377420485771,-245.18622579514229
16898,2012-12-11 20:00,20,257,194.74397193058456,-62.256028069415436
16899,2012-12-11 21:00,21,207,201.47743195764878,-5.5225680423512244
16900,2012-12-11 22:00,22,106,196.64090891240789,90.640908912407895
16901,2012-12-11 23:00,23,64,211.06228997028057,147.06228997028057
16902,2012-12-12 00:00,0,34,51.274924866852018,17.274924866852018
16903,2012-12-12 01:00,1,21,35.397706536440836,14.397706536440836
16904,2012-12-12 02:00,2,9,51.2990660156389,42.2990660156389
16905,2012-12-12 03:00,3,10,44.196271740036309,34.196271740036309
16906,2012-12-12 04:00,4,4,50.242794785816912,46.242794785816912
16907,2012-12-12 05:00,5,37,58.449484603201057,21.449484603201057
16908,2012-12-12 06:00,6,128,65.772499740638921,-62.227500259361079
16909,2012-12-12 07:00,7,369,72.309880054654755,-296.69011994534526
16910,2012-12-12 08:00,8,688,69.680018902150948,-618.31998109784899
16911,2012-12-12 09:00,9,285,90.249733231881962,-194.75026676811802
16912,2012-12-12 10:00,10,136,113.08571879197467,-22.914281208025329
16913,2012-12-12 11:00,11,172,139.86337573118874,-32.136624268811261
16914,2012-12-12 12:00,12,232,164.7749854683718,-67.225014531628204
16915,2012-12-12 13:00,13,238,171.70518319409865,-66.294816805901348
16916,2012-12-12 14:00,14,225,171.14419758767968,-53.855802412320315
16917,2012-12-12 15:00,15,228,178.76199028030442,-49.238009719695583
16918,2012-12-12 16:00,16,329,185.88826771907966,-143.11173228092034
16919,2012-12-12 17:00,17,561,173.95337875340402,-387.04662124659598
16920,2012-12-12 18:00,18,540,188.37475981127668,-351.6252401887233
16921,2012-12-12 19:00,19,402,175.85031573522735,-226.14968426477265
16922,2012-12-12 20:00,20,268,190.66451420481104,-77.335485795188958
16923,2012-12-12 21:00,21,202,197.39797423187525,-4.6020257681247472
16924,2012-12-12 22:00,22,122,204.13209224455372,82.132092244553718
16925,2012-12-12 23:00,23,79,197.22603566761376,118.22603566761376
16926,2012-12-13 00:00,0,32,45.322671308042047,13.322671308042047
16927,2012-12-13 01:00,1,23,52.645686445479953,29.645686445479953
16928,2012-12-13 02:00,2,8,45.542892169877334,37.542892169877334
16929,2012-12-13 03:00,3,2,52.669827594266835,50.669827594266835
16930,2012-12-13 04:00,4,8,59.01047020962001,51.01047020962001
16931,2012-12-13 05:00,5,33,65.744588222298461,32.744588222298461
16932,2012-12-13 06:00,6,114,73.263683072784715,-40.736316927215285
16933,2012-12-13 07:00,7,385,66.161546782796407,-318.83845321720361
16934,2012-12-13 08:00,8,679,72.895006809860618,-606.10499319013934
16935,2012-12-13 09:00,9,325,107.89053055263207,-217.10946944736793
16936,2012-12-13 10:00,10,167,140.81717874931871,-26.182821250681286
16937,2012-12-13 11:00,11,189,159.51409724601331,-29.485902753986693
16938,2012-12-13 12:00,12,282,176.53495760833403,-105.46504239166597
16939,2012-12-13 13:00,13,271,194.30911292056854,-76.690887079431462
16940,2012-12-13 14:00,14,242,201.043230933247,-40.956769066752997
16941,2012-12-13 15:00,15,280,207.77669096031121,-72.223309039688786
16942,2012-12-13 16:00,16,406,198.80175883728643,-207.19824116271357
16943,2012-12-13 17:00,17,550,193.76849809338293,-356.23150190661704
16944,2012-12-13 18:00,18,466,200.69869581910976,-265.30130418089027
16945,2012-12-13 19:00,19,348,196.0582524869173,-151.9417475130827
16946,2012-12-13 20:00,20,241,201.90803783403524,-39.091962165964759
16947,2012-12-13 21:00,21,213,196.87477709013174,-16.125222909868256
16948,2012-12-13 22:00,22,148,175.57590895927385,27.575908959273846
16949,2012-12-13 23:00,23,120,181.91655157462702,61.916551574627022
16950,2012-12-14 00:00,0,47,2.930233720095373,-44.069766279904627
16951,2012-12-14 01:00,1,26,0.49645228063994296,-25.503547719360057
16952,2012-12-14 02:00,2,9,6.8370948959931184,-2.1629051040068816
16953,2012-12-14 03:00,3,12,8.1098166180968576,-3.8901833819031424
16954,2012-12-14 04:00,4,10,3.7051994890807975,-6.2948005109192025
16955,2012-12-14 05:00,5,34,21.970212069550541,-12.029787930449459
16956,2012-12-14 06:00,6,113,-4.390486309165567,-117.39048630916557
16957,2012-12-14 07:00,7,308,30.212220021894893,-277.78777997810511
16958,2012-12-14 08:00,8,636,42.662765390206914,-593.33723460979309
16959,2012-12-14 09:00,9,343,51.340449628329651,-291.65955037167032
16960,2012-12-14 10:00,10,190,53.771760738069787,-136.22823926193021
16961,2012-12-14 11:00,11,211,109.70190470394286,-101.29809529605714
16962,2012-12-14 12:00,12,273,157.41418186625847,-115.58581813374153
16963,2012-12-14 13:00,13,313,164.54111729064797,-148.45888270935203
16964,2012-12-14 14:00,14,299,197.07429009000933,-101.92570990999067
16965,2012-12-14 15:00,15,309,196.317224770542,-112.682775229458
16966,2012-12-14 16:00,16,417,183.98886040754104,-233.01113959245896
16967,2012-12-14 17:00,17,622,172.41444898006819,-449.58555101993181
16968,2012-12-14 18:00,18,455,206.09373414105434,-248.90626585894566
16969,2012-12-14 19:00,19,319,193.27517049543246,-125.72482950456754
16970,2012-12-14 20:00,20,221,179.17205015591927,-41.827949844080734
16971,2012-12-14 21:00,21,172,153.73477294727746,-18.265227052722537
16972,2012-12-14 22:00,22,138,153.92708229077226,15.927082290772262
16973,2012-12-14 23:00,23,134,160.75924015997492,26.759240159974922
16974,2012-12-15 00:00,0,94,14.104468815802107,-79.895531184197893
16975,2012-12-15 01:00,1,95,-11.666674452540377,-106.66667445254038
16976,2012-12-15 02:00,2,69,-5.3260318371871733,-74.326031837187173
16977,2012-12-15 03:00,3,23,-4.7409050819813388,-27.740905081981339
16978,2012-12-15 04:00,4,6,-8.3598873875752986,-14.359887387575299
16979,2012-12-15 05:00,5,3,26.701336338212087,23.701336338212087
16980,2012-12-15 06:00,6,11,27.286463093417922,16.286463093417922
16981,2012-12-15 07:00,7,48,34.806215929518459,-13.193784070481541
16982,2012-12-15 08:00,8,119,48.081484625766322,-70.918515374233678
16983,2012-12-15 09:00,9,220,55.109722208017374,-164.89027779198261
16984,2012-12-15 10:00,10,273,107.68709191952856,-165.31290808047146
16985,2012-12-15 11:00,11,393,120.47150334754119,-272.52849665245878
16986,2012-12-15 12:00,12,453,160.69259717771098,-292.30740282228902
16987,2012-12-15 13:00,13,456,161.21136596428667,-294.78863403571336
16988,2012-12-15 14:00,14,426,181.38892086792092,-244.61107913207908
16989,2012-12-15 15:00,15,447,199.20216468466919,-247.79783531533081
16990,2012-12-15 16:00,16,413,195.05257862071196,-217.94742137928804
16991,2012-12-15 17:00,17,309,202.57233145681249,-106.42766854318751
16992,2012-12-15 18:00,18,272,187.7822741360157,-84.217725863984299
16993,2012-12-15 19:00,19,257,180.67947986041307,-76.320520139586932
16994,2012-12-15 20:00,20,201,197.36647416303322,-3.6335258369667827
16995,2012-12-15 21:00,21,184,194.53987531186678,10.53987531186678
16996,2012-12-15 22:00,22,156,201.86289044930464,45.862890449304643
16997,2012-12-15 23:00,23,119,208.40027076332046,89.400270763320464
16998,2012-12-16 00:00,0,110,48.122048391656691,-61.877951608343309
16999,2012-12-16 01:00,1,96,23.175628451250105,-72.824371548749895
17000,2012-12-16 02:00,2,87,9.4070321570517876,-77.592967842948212
17001,2012-12-16 03:00,3,38,17.024166864062238,-20.975833135937762
17002,2012-12-16 04:00,4,11,22.677872498131791,11.677872498131791
17003,2012-12-16 05:00,5,9,29.608070223858647,20.608070223858647
17004,2012-12-16 06:00,6,6,36.538267949585503,30.538267949585503
17005,2012-12-16 07:00,7,27,44.05802078568604,17.05802078568604
17006,2012-12-16 08:00,8,88,57.627409051506461,-30.372590948493539
17007,2012-12-16 09:00,9,132,64.557606777233303,-67.442393222766697
17008,2012-12-16 10:00,10,257,71.487804502960145,-185.51219549703984
17009,2012-12-16 11:00,11,295,78.418002228687001,-216.58199777131301
17010,2012-12-16 12:00,12,417,101.45006750182814,-315.54993249817187
17011,2012-12-16 13:00,13,356,119.61704022577371,-236.38295977422629
17012,2012-12-16 14:00,14,310,126.1544205397895,-183.8455794602105
17013,2012-12-16 15:00,15,338,121.65176355424927,-216.34823644575073
17014,2012-12-16 16:00,16,400,128.5819612799761,-271.4180387200239
17015,2012-12-16 17:00,17,243,135.51215900570296,-107.48784099429704
17016,2012-12-16 18:00,18,107,142.44235673142981,35.442356731429811
17017,2012-12-16 19:00,19,109,122.62280903628306,13.622809036283059
17018,2012-12-16 20:00,20,122,155.61515721598562,33.615157215985619
17019,2012-12-16 21:00,21,106,135.5995298077905,29.599529807790503
17020,2012-12-16 22:00,22,89,177.09711572961763,88.097115729617627
17021,2012-12-16 23:00,23,33,150.34359993919045,117.34359993919045
17022,2012-12-17 00:00,0,28,10.026942214051246,-17.973057785948754
17023,2012-12-17 01:00,1,15,17.644734906675978,2.6447349066759784
17024,2012-12-17 02:00,2,5,10.777766834249803,5.7777668342498032
17025,2012-12-17 03:00,3,3,13.235689422492072,10.235689422492072
17026,2012-12-17 04:00,4,5,7.0563163169637733,2.0563163169637733
17027,2012-12-17 05:00,5,24,44.677930842685498,20.677930842685498
17028,2012-12-17 06:00,6,108,34.90995727961888,-73.09004272038112
17029,2012-12-17 07:00,7,319,41.840155005345736,-277.15984499465424
17030,2012-12-17 08:00,8,592,66.156118986763943,-525.84388101323611
17031,2012-12-17 09:00,9,282,78.743792716113916,-203.25620728388608
17032,2012-12-17 10:00,10,135,79.918474581693445,-55.081525418306555
17033,2012-12-17 11:00,11,170,93.193743277941294,-76.806256722058706
17034,2012-12-17 12:00,12,232,99.534385893294456,-132.46561410670554
17035,2012-12-17 13:00,13,210,107.34825829896758,-102.65174170103242
17036,2012-12-17 14:00,14,181,113.98433645512183,-67.015663544878166
17037,2012-12-17 15:00,15,211,124.79725420795953,-86.202745792040474
17038,2012-12-17 16:00,16,302,115.81491546831504,-186.18508453168496
17039,2012-12-17 17:00,17,495,122.74511319404189,-372.25488680595811
17040,2012-12-17 18:00,18,507,128.59555652677409,-378.40444347322591
