ames_order,overall_quality,year_built,year_sold,first_floor_sqft,second_floor_sqft,living_area_sqft,basement_sqft,garage_cars,garage_area_sqft,sale_price_usd
1524,6,1926,2008,672,644,1316,644,1,369,145000
1525,6,1922,2008,1423,748,2555,588,2,672,191000
1526,6,1915,2008,840,840,1680,840,1,308,177000
1527,6,1914,2008,676,588,1264,676,2,400,147500
1528,6,1930,2008,790,0,790,768,1,160,91000
1529,8,1925,2008,798,714,1512,798,1,180,231000
1530,6,1936,2008,1166,0,1639,1064,1,240,115000
1531,6,1923,2008,819,784,1603,784,2,599,138000
1532,7,1931,2008,851,651,1502,776,1,270,149000
1533,6,1934,2008,849,811,1660,715,1,240,188700
1534,5,1937,2008,1265,673,1938,942,1,240,198000
1535,5,1938,2008,932,442,1374,884,1,225,110000
1536,6,1951,2008,1091,0,1091,1091,1,344,104000
1537,8,1935,2008,983,890,1873,608,2,786,257076
1538,8,1935,2008,1968,1479,3447,728,3,1014,381000
1539,7,1939,2008,1137,817,1954,798,2,431,311500
1540,7,1950,2008,1218,943,2161,832,2,506,263400
1541,5,1956,2008,1898,0,1898,1898,2,484,236500
1542,6,1954,2008,1640,0,1640,1296,2,924,224000
1543,6,1980,2008,516,516,1032,516,2,462,116500
1544,6,1980,2008,716,840,1556,716,2,452,151000
1545,6,1926,2008,919,0,919,894,1,195,126000
1546,6,1940,2008,760,330,1090,720,1,240,120000
1547,4,1922,2008,796,0,796,796,0,0,55000
1548,6,1930,2008,816,0,816,816,1,432,120500
1549,5,1940,2008,778,0,778,740,1,924,120500
1550,5,1930,2008,780,420,1200,780,0,0,119000
1551,5,1967,2008,1092,564,1656,624,1,288,126000
1552,5,1930,2008,912,0,912,520,1,360,99500
1553,5,1958,2008,1151,804,1955,1151,1,356,165500
1554,1,1952,2008,733,0,733,0,2,487,13100
1555,4,1895,2008,825,536,1361,173,1,185,89000
1556,4,1920,2008,649,668,1317,649,1,250,40000
1557,4,1910,2008,671,378,1049,356,1,195,80900
1558,3,1935,2008,894,0,894,894,3,1248,81000
1559,4,1920,2008,432,432,864,592,1,216,65000
1560,8,2008,2008,1652,0,1652,1600,2,482,392500
1561,8,2007,2008,1648,0,1648,1596,2,525,294464
1562,7,2004,2008,1646,0,1646,1594,2,482,250000
1563,8,2004,2008,1646,0,1646,1594,2,482,275000
1564,7,1996,2008,2032,0,2032,1840,3,786,300000
1565,8,2002,2008,1689,0,1689,1568,3,857,271000
1566,7,1996,2008,910,910,1820,910,3,816,213000
1567,6,1977,2008,1118,0,1118,1096,1,358,171000
1568,6,1977,2008,1279,0,1279,1196,2,473,171500
1569,5,1976,2008,936,936,1872,0,2,484,100000
1570,4,1991,2008,1689,0,1689,1680,2,432,228500
1571,5,1965,2008,1619,167,1786,1499,2,529,228950
1572,7,1986,2008,1501,0,1501,1277,2,512,241500
1573,8,1976,2008,2898,0,2898,1565,2,665,287000
1574,8,2006,2008,1537,0,1537,1518,3,788,294000
1575,8,2007,2008,1646,0,1646,1638,3,800,293077
1576,8,2007,2008,920,860,1780,920,2,612,264966
1577,5,2006,2008,712,730,1442,352,2,400,172500
1578,5,2006,2008,754,640,1394,384,2,400,167500
1579,7,2008,2008,796,816,1612,796,3,666,218689
1580,6,1989,2008,1495,0,1495,1495,2,438,150000
1581,6,1986,2008,1651,0,1651,1606,2,616,184000
1582,6,1986,2008,1256,0,1256,1256,2,578,180000
1583,6,1988,2008,1509,0,1509,1461,2,600,175000
1584,8,2003,2008,1440,0,1440,1432,2,467,232500
1585,6,1999,2008,1675,0,1675,1666,2,435,195000
1586,8,2003,2008,1482,780,2262,1482,3,749,305000
1587,8,2007,2008,1728,0,1728,1884,2,520,298751
1588,8,2005,2008,1964,0,1964,1964,3,892,370000
1589,7,1997,2008,1344,0,1344,1344,4,784,209200
1590,7,1997,2008,1344,0,1344,1344,4,784,206300
1591,5,2007,2008,1092,0,1092,1092,0,0,146000
1592,6,1997,2008,1189,0,1189,1189,2,392,160500
1593,4,1964,2008,1200,0,1200,1200,3,850,173000
1594,5,1975,2008,1040,0,1040,1040,2,499,124000
1595,5,1976,2008,616,688,1304,264,1,336,115000
1596,5,1976,2008,925,550,1475,550,1,336,129500
1597,4,1973,2008,526,462,988,526,1,297,105000
1598,4,1973,2008,526,462,988,462,1,297,94900
1599,5,1968,2008,1160,0,1160,1113,1,257,152500
1600,6,1970,2008,546,546,1092,546,0,0,98000
1601,4,1972,2008,630,0,630,630,0,0,81000
1602,5,1954,2008,988,0,988,988,2,520,113000
1603,5,1983,2008,816,0,816,816,1,264,128500
1604,5,1984,2008,923,0,923,876,1,264,119500
1605,5,1982,2008,816,0,816,816,1,264,130500
1606,5,1982,2008,816,0,816,816,2,816,138000
1607,5,1982,2008,845,0,845,845,1,264,134500
1608,6,1940,2008,983,767,1750,983,1,423,160000
1609,5,1984,2008,889,0,889,864,2,484,137500
1610,5,1969,2008,1168,800,1968,784,2,530,172000
1611,5,1900,2008,1150,686,1836,686,1,288,103000
1612,6,1971,2007,1587,0,1587,1587,2,525,167300
1613,7,1970,2007,1277,0,1277,1277,2,526,167000
1614,7,1973,2007,2223,0,2223,2223,2,516,244000
1615,8,1970,2007,2217,0,2217,2217,2,621,268000
1616,7,2003,2007,847,886,1733,847,2,433,225000
1617,6,1995,2007,806,766,1572,806,2,373,168000
1618,6,1997,2007,794,676,1470,794,2,388,177000
1619,6,1997,2007,916,684,1600,916,2,460,169000
1620,6,1997,2007,754,630,1384,384,2,390,161500
1621,8,2000,2007,1652,0,1652,1494,2,499,251000
1622,6,1994,2007,924,770,1694,392,2,398,160000
1623,6,1999,2007,947,767,1714,923,2,451,180000
1624,7,1996,2007,691,862,1553,691,2,420,178750
1625,7,1995,2007,1253,0,1253,1237,2,402,176000
1626,6,1999,2007,957,1342,2299,938,2,482,204000
1627,7,1992,2007,1187,0,1187,1168,2,420,160000
1628,7,1991,2007,802,670,1472,384,2,402,160000
1629,7,1992,2007,812,670,1482,384,2,392,163900
1630,6,1993,2007,910,732,1642,903,2,392,168000
1631,6,1964,2007,1128,0,1128,1302,2,480,154204
1632,8,1986,2007,1088,0,1088,1074,2,461,170000
1633,7,1984,2007,1190,900,2090,1190,2,577,207500
1634,8,1988,2007,1179,0,1179,1166,2,480,182000
1635,8,1990,2007,1321,0,1321,1312,2,484,212000
1636,9,2005,2007,1922,0,1922,1922,3,676,377426
1637,8,2005,2007,1164,1377,2541,1149,3,729,349265
1638,9,2006,2007,2338,0,2338,2660,3,1110,591587
1639,5,1969,2007,1424,0,1424,1100,3,828,155000
1640,9,2006,2007,1612,0,1612,1612,2,556,319900
1641,8,2007,2007,1419,0,1419,1419,2,567,392000
1642,8,2006,2007,2234,0,2234,2220,2,724,441929
1643,10,2006,2007,2042,0,2042,1742,3,724,455000
1644,6,1981,2007,1440,0,1440,1440,2,467,182900
1645,6,1984,2007,1284,0,1284,1284,2,480,174000
1646,6,1984,2007,1140,728,1868,585,2,477,178000
1647,7,1981,2007,725,754,1479,725,2,484,176000
1648,7,1978,2007,1664,0,1664,1529,2,663,213000
1649,7,1979,2007,1085,845,1930,780,2,481,192000
1650,7,1977,2007,1161,808,1969,808,2,534,190000
1651,6,1976,2007,1118,912,2030,848,2,551,195000
1652,6,1978,2007,1032,0,1032,1032,2,564,148000
1653,6,1984,2007,1177,0,1177,1153,2,495,151500
1654,7,1979,2007,1040,685,1725,539,2,550,197000
1655,6,1979,2007,1353,0,1353,1259,2,478,192350
1656,5,1969,2007,780,840,1620,780,2,462,152000
1657,6,1971,2007,1220,0,1220,1625,2,944,170000
1658,5,1971,2007,1484,0,1484,1484,2,487,175000
1659,6,1968,2007,1041,702,1743,702,2,539,175000
1660,7,1976,2007,1142,793,1935,793,2,550,197900
1661,7,1976,2007,1324,0,1324,1228,2,585,174000
1662,6,1974,2007,1084,793,1877,1084,2,488,178900
1663,5,1971,2007,576,533,1109,372,1,288,139000
1664,6,1971,2007,981,0,981,981,2,576,143250
1665,7,1972,2007,725,754,1479,725,2,484,184000
1666,5,1970,2007,1422,0,1422,925,2,576,155000
1667,5,1970,2007,914,0,914,914,1,368,133000
1668,5,1971,2007,950,0,950,950,1,280,119500
1669,4,1971,2007,872,0,872,858,4,480,123000
1670,4,1971,2007,858,0,858,858,1,684,110000
1671,4,1961,2007,914,0,914,914,1,270,128000
1672,4,1971,2007,864,0,864,864,2,528,120500
1673,7,1998,2007,767,0,767,723,1,367,133000
1674,6,2001,2007,1337,0,1337,1337,2,511,155000
1675,6,1997,2007,1337,0,1337,1405,2,522,177000
1676,6,1973,2007,525,567,1092,525,1,264,113500
1677,6,1973,2007,672,546,1218,672,1,264,113000
1678,6,1973,2007,672,546,1218,672,1,264,113700
1679,5,1970,2007,630,672,1302,630,2,440,106000
1680,5,1971,2007,765,600,1365,765,2,440,122500
1681,6,1976,2007,958,0,958,1078,2,440,128000
1682,6,1976,2007,804,744,1548,804,2,440,155000
1683,7,1978,2007,1055,0,1055,1061,1,319,142500
1684,5,1966,2007,988,0,988,988,1,360,129250
1685,9,2006,2007,1816,0,1816,1790,3,730,356000
1686,9,2007,2007,1828,0,1828,1822,3,774,314813
1687,8,2007,2007,1694,0,1694,1694,3,818,318000
1688,8,2006,2007,1694,0,1694,1694,3,856,322400
1689,8,2007,2007,1734,0,1734,1734,3,928,318000
1690,8,2007,2007,2122,0,2122,2108,3,938,345474
1691,9,2006,2007,2121,0,2121,2121,3,732,415298
1692,9,2007,2007,1943,713,2656,1934,3,1040,492000
1693,8,2006,2007,1148,1402,2550,1108,3,670,338931
1694,10,2005,2007,2046,0,2046,1994,3,878,450000
1695,7,2006,2007,1071,1101,2172,1063,3,947,280000
1696,9,2007,2007,2552,0,2552,2552,3,932,479069
1697,8,2006,2007,1973,0,1973,1935,3,895,395000
1698,9,2006,2007,2069,574,2643,2153,3,694,380000
1699,8,2006,2007,1634,0,1634,1626,3,866,250000
1700,8,2006,2007,1976,0,1976,1976,3,908,440000
1701,9,2005,2007,1722,1036,2758,1704,3,814,418000
1702,10,2007,2007,2290,0,2290,2320,3,1174,500067
1703,8,2007,2007,1582,570,2152,1582,2,728,260116
1704,8,2004,2007,1143,1330,2473,1143,3,852,317000
1705,8,2007,2007,958,1142,2100,918,3,786,319500
1706,8,2007,2007,1610,551,2161,1582,3,789,325624
1707,9,2006,2007,1802,0,1802,1802,3,843,372000
1708,8,2004,2007,1718,1238,2956,1706,3,916,342000
1709,8,2004,2007,1136,1332,2468,1136,3,872,354000
1710,8,2003,2007,1217,1168,2385,1317,3,818,350000
1711,8,2003,2007,1234,1140,2374,1181,3,656,285000
1712,8,2007,2007,895,923,1818,895,3,774,281500
1713,7,2005,2007,1614,0,1614,1614,3,878,245700
1714,8,2005,2007,1721,0,1721,1721,2,554,232698
1715,8,2006,2007,1298,530,1828,1298,3,876,250000
1716,6,2005,2007,1362,0,1362,1362,2,460,194700
1717,6,2005,2007,1302,0,1302,1302,2,631,204000
1718,6,2005,2007,1302,0,1302,1302,2,631,200000
1719,6,2005,2007,1362,0,1362,1362,2,460,207000
1720,8,2006,2007,1554,0,1554,1554,2,627,209500
1721,8,2006,2007,1554,0,1554,1554,2,627,209500
1722,8,2006,2007,1370,0,1370,1370,2,484,202500
1723,9,2005,2007,1577,0,1577,1577,2,564,280000
1724,9,2005,2007,1561,0,1561,1561,2,556,277500
1725,9,2007,2007,1869,0,1869,1869,2,617,318061
1726,8,2006,2007,1324,0,1324,1324,2,550,221370
1727,7,2003,2007,1405,0,1405,1405,2,478,200000
1728,6,2007,2007,768,728,1496,768,2,572,181755
1729,6,2005,2007,768,768,1536,768,2,400,176000
1730,6,2005,2007,783,701,1484,783,2,393,178900
1731,7,2006,2007,608,850,1458,608,2,454,168165
1732,6,2006,2007,738,757,1495,738,2,440,171925
1733,6,2006,2007,698,1048,1746,698,3,350,198444
1734,6,2005,2007,1326,0,1326,1326,2,388,203000
1735,7,2007,2007,728,728,1456,728,2,400,179540
1736,7,2007,2007,1302,0,1302,1302,2,436,176485
1737,7,2007,2007,1340,0,1340,1340,2,396,181134
1738,6,2006,2007,616,796,1412,616,2,432,156932
1739,6,2007,2007,752,752,1504,752,2,440,166000
1740,7,2007,2007,728,728,1456,728,2,400,177594
1741,7,2007,2007,1258,0,1258,1246,2,462,173500
1742,7,2006,2007,1258,0,1258,1258,3,648,172500
1743,7,2006,2007,1402,0,1402,1258,3,648,194201
1744,8,2003,2007,1589,0,1589,1406,3,630,226500
1745,7,2007,2007,1266,0,1266,1266,2,388,185485
1746,7,2004,2007,1530,0,1530,1530,3,630,259000
1747,7,2004,2007,1119,0,1119,835,2,437,188500
1748,7,2004,2007,744,630,1374,384,2,400,175000
1749,7,2004,2007,847,1112,1959,847,2,434,215000
1750,7,2006,2007,1525,0,1525,1510,2,534,206580
1751,7,2004,2007,840,880,1720,840,2,440,183500
1752,7,2003,2007,754,640,1394,384,2,400,165500
1753,7,2003,2007,847,1101,1948,847,2,434,211000
1754,6,2000,2007,948,742,1690,924,2,463,181000
1755,7,2002,2007,864,1131,1995,854,2,435,219500
1756,6,1999,2007,953,694,1647,953,2,460,175000
1757,7,2000,2007,774,656,1430,384,2,400,170000
1758,7,2003,2007,660,660,1320,660,2,400,162000
1759,6,2000,2007,940,750,1690,915,2,442,187000
1760,6,1999,2007,961,683,1644,941,2,460,185000
1761,10,1996,2007,2411,2065,4476,2396,3,813,745000
1762,8,1997,2007,1779,772,2551,1779,3,925,384500
1763,8,2000,2007,997,1288,2285,969,3,648,248000
1764,10,2001,2007,2633,0,2633,2633,3,804,466500
1765,9,1998,2007,1671,1407,3078,1408,3,806,410000
1766,8,1998,2007,1411,1171,2582,1389,3,758,322500
1767,7,1998,2007,1108,1277,2385,1066,3,600,252000
1768,10,1994,2007,2444,1872,4316,2444,3,832,755000
1769,7,1996,2007,1127,886,2013,1117,2,455,269790
1770,7,1996,2007,1383,1015,2398,1379,3,834,315750
1771,7,1995,2007,1214,1306,2520,1203,3,721,290000
1772,8,1995,2007,1328,1203,2531,1318,3,752,290000
1773,8,1992,2007,3228,0,3228,3200,2,546,430000
1774,8,1992,2007,1105,1097,2202,1105,2,517,263000
1775,8,1996,2007,1335,1203,2538,1325,3,933,330000
1776,7,2007,2007,1369,0,1369,1369,2,605,213133
1777,8,2007,2007,1542,0,1542,1542,3,852,260261
1778,9,2006,2007,1905,0,1905,1905,3,788,320000
1779,8,2007,2007,1464,0,1464,1485,3,754,282922
1780,8,2006,2007,1534,0,1534,1524,2,484,215000
1781,10,2007,2007,1966,0,1966,1966,3,1092,419005
1782,8,2006,2007,1636,0,1636,1623,3,865,255000
1783,8,2006,2007,1795,0,1795,1795,3,895,147000
1784,7,2007,2007,1528,0,1528,1528,2,480,235876
1785,7,2007,2007,1726,0,1726,1726,3,786,311872
1786,7,2007,2007,1689,0,1689,1689,3,954,248328
1787,8,2006,2007,1588,0,1588,1588,3,825,227000
1788,8,2005,2007,1538,0,1538,1538,2,484,260000
1789,8,2007,2007,1496,0,1496,1496,2,474,225000
1790,7,2005,2007,1506,0,1506,1494,2,672,249000
1791,8,2004,2007,1694,0,1694,1686,2,636,307000
1792,7,2006,2007,982,995,1977,982,3,574,250000
1793,8,2006,2007,1302,528,1830,1302,3,859,221300
1794,8,2007,2007,1338,0,1338,1338,2,598,208900
1795,7,2006,2007,1335,0,1335,1335,2,575,210400
1796,8,2007,2007,896,896,1792,896,2,590,255000
1797,5,2007,2007,725,863,1588,725,2,561,212109
1798,8,2006,2007,1088,871,1959,1088,3,1025,270000
1799,8,2007,2007,1184,1426,2610,1184,2,550,303477
1800,8,2007,2007,955,925,1880,955,3,880,310013
1801,8,2006,2007,1656,0,1656,1656,3,826,249700
1802,7,2007,2007,874,887,1761,874,2,578,227875
1803,8,2007,2007,1584,0,1584,1574,2,594,261329
1804,8,2006,2007,1685,0,1685,1685,3,658,253000
1805,6,2004,2007,1158,1285,2443,1158,3,744,265000
1806,8,2004,2007,1580,886,2466,1580,2,610,340000
1807,6,2006,2007,1100,0,1100,1100,0,0,146000
1808,7,2006,2007,1143,0,1143,1143,0,0,147000
1809,5,2003,2007,1094,0,1094,1094,2,576,149000
1810,7,2006,2007,1486,0,1486,1461,2,566,181000
1811,6,1994,2007,936,785,1721,928,2,471,201000
1812,6,1993,2007,920,900,1820,864,2,492,191750
1813,7,2000,2007,1349,0,1349,1349,2,539,179000
1814,7,1998,2007,1494,0,1494,1482,2,514,215000
1815,6,1992,2007,1575,0,1575,1575,2,529,179200
1816,6,1980,2007,630,636,1266,630,1,283,128000
1817,5,1983,2007,884,0,884,840,2,504,144000
1818,5,1977,2007,2020,0,2020,0,2,630,144000
1819,5,1977,2007,894,0,894,894,1,308,120750
1820,5,1963,2007,970,0,970,970,2,624,132500
1821,5,1962,2007,1057,0,1057,1057,2,576,132000
1822,5,1962,2007,999,0,999,999,1,264,132500
1823,4,1961,2007,1120,0,1120,1040,2,544,129000
1824,5,1962,2007,1696,0,1696,1140,1,349,143900
1825,5,1968,2007,1040,0,1040,1040,2,686,145000
1826,5,1961,2007,988,0,988,988,2,572,128500
1827,5,1967,2007,902,0,902,876,1,288,125500
1828,7,1990,2007,1271,1232,2503,1223,2,564,300000
1829,7,1974,2007,1516,651,2167,1192,2,518,294000
1830,5,1974,2007,1037,0,1037,1037,2,431,129000
1831,5,1975,2007,1701,0,1701,1390,2,611,171000
1832,6,1973,2007,1055,0,1055,1044,2,542,147000
1833,8,1990,2007,1453,1357,2810,1453,2,750,302000
1834,8,1992,2007,2129,743,2872,1683,2,541,285000
1835,8,2004,2007,1378,0,1378,1378,2,540,214000
1836,8,2006,2007,1151,0,1151,1141,2,484,166000
1837,8,2006,2007,1565,0,1565,1511,2,476,193800
1838,7,2006,2007,1352,0,1352,1352,2,466,208900
1839,7,2006,2007,1352,0,1352,1352,2,466,194000
1840,8,2006,2007,1550,0,1550,1550,2,528,207500
1841,7,2006,2007,1241,0,1241,1241,2,569,199900
1842,7,2006,2007,625,625,1250,625,2,528,164700
1843,6,1999,2007,757,744,1501,744,2,440,176500
1844,6,1999,2007,729,729,1458,729,2,440,176000
1845,6,2000,2007,756,756,1512,756,2,440,168500
1846,6,2000,2007,769,804,1573,756,2,440,177000
1847,6,2000,2007,769,756,1525,756,2,440,177000
1848,7,2004,2007,551,551,1102,551,2,480,148800
1849,8,1999,2007,764,677,1441,776,2,492,174000
1850,7,1997,2007,975,975,1950,975,2,576,239000
1851,7,1999,2007,1358,0,1358,1339,2,625,204000
1852,8,2003,2007,1072,976,2048,1054,2,552,301000
1853,8,1998,2007,1220,1142,2362,1220,2,1105,312500
1854,8,1994,2007,1494,0,1494,1494,2,478,279700
1855,7,1980,2007,2362,0,2362,2002,2,546,255000
1856,5,1978,2007,1432,0,1432,1360,2,588,194000
1857,5,1976,2007,1437,0,1437,1437,2,528,218000
1858,8,1978,2007,1295,0,1295,1057,2,571,213750
1859,6,1976,2007,1094,761,1855,528,2,512,187000
1860,6,1976,2007,1262,0,1262,1262,2,460,181500
1861,8,1981,2007,2497,0,2497,2461,2,676,373000
1862,5,1977,2007,1361,1259,2620,1361,2,600,190000
1863,7,2001,2007,1057,872,1929,1057,2,650,226000
1864,6,1968,2007,1152,0,1152,912,2,412,143450
1865,6,1970,2007,1403,1008,2411,1008,2,570,240050
1866,6,1969,2007,1082,0,1082,973,2,480,162500
1867,6,1968,2007,1295,0,1295,1295,2,528,164000
1868,7,1972,2007,1610,0,1610,1124,2,515,185000
1869,7,1993,2007,1594,0,1594,1594,2,472,188500
1870,7,1993,2007,1091,984,2075,1148,2,473,255000
1871,5,1976,2007,1680,0,1680,1680,2,528,136905
1872,6,1966,2007,1093,0,1093,1093,2,484,158500
1873,7,1973,2007,1242,0,1242,1242,2,528,175500
1874,6,1963,2007,1052,0,1052,1052,1,311,127000
1875,5,1967,2007,1107,0,1107,949,1,308,127000
1876,5,1967,2007,1214,0,1214,1214,1,318,143000
1877,5,1965,2007,1073,0,1073,1073,2,515,156000
1878,5,1958,2007,1344,0,1344,1024,1,484,144000
1879,5,1964,2007,1728,0,1728,1728,1,352,119000
1880,4,1964,2007,1224,0,1224,0,3,530,103000
1881,5,1960,2007,1422,0,1422,978,1,286,139900
1882,6,1960,2007,958,0,958,958,1,301,151500
1883,5,1960,2007,1065,0,1065,1065,2,461,126500
1884,6,1958,2007,1138,0,1138,588,1,264,145000
1885,5,1958,2007,912,0,912,912,1,297,120000
1886,5,1956,2007,1074,0,1074,894,2,396,124000
1887,5,1959,2007,882,0,882,0,1,294,106500
1888,5,1961,2007,1187,0,1187,864,2,440,140500
1889,5,1961,2007,964,0,964,964,2,784,137500
1890,5,1960,2007,894,0,894,894,1,312,117600
1891,7,1966,2007,1200,0,1200,1174,2,440,163500
1892,6,1965,2007,1042,0,1042,1042,2,440,161000
1893,6,1964,2007,1302,0,1302,1302,1,309,158000
1894,6,1964,2007,845,1309,2154,845,2,539,224500
1895,6,1964,2007,1374,0,1374,1130,1,286,147000
1896,6,1959,2007,1652,0,1652,1592,2,510,200000
1897,6,1960,2007,1429,0,1429,1144,2,572,181900
1898,5,1959,2007,1327,0,1327,1063,2,624,150750
1899,4,1962,2007,1224,0,1224,0,2,462,101800
1900,6,1950,2007,932,0,932,932,1,306,124000
1901,5,1940,2007,908,0,908,822,2,512,138500
1902,1,1946,2007,334,0,334,0,0,0,39300
1903,3,1946,2007,666,0,666,666,0,0,64500
1904,3,1945,2007,442,228,670,370,0,0,64000
1905,5,1958,2007,808,0,808,808,1,308,112000
1906,6,1964,2007,1127,850,1977,816,2,540,165000
1907,5,1955,2007,1150,0,1150,1078,1,288,144000
1908,5,1948,2007,928,992,1920,928,2,400,137000
1909,5,1941,2007,968,408,1376,768,1,240,105000
1910,5,1942,2007,888,756,1644,728,1,312,146500
1911,5,1968,2007,1560,0,1560,1560,3,792,126000
1912,5,1966,2007,1280,0,1280,793,2,432,175000
1913,6,1961,2007,1254,0,1254,1218,2,525,158500
1914,5,1958,2007,912,0,912,912,1,275,114500
1915,5,1958,2007,874,650,1524,874,1,315,144000
1916,6,1965,2007,1465,915,2380,1021,2,596,129000
1917,6,1957,2007,936,0,936,936,1,315,141000
1918,5,1956,2007,1008,0,1008,1008,1,308,131000
1919,5,1963,2007,1053,0,1053,1053,2,692,142100
1920,5,1958,2007,1056,0,1056,1056,1,308,139000
1921,6,1958,2007,1442,0,1442,1442,1,301,157900
1922,5,1954,2007,1056,0,1056,1056,1,260,139400
1923,6,1957,2007,1244,0,1244,1244,1,336,150000
1924,5,1960,2007,1144,0,1144,1144,1,336,120000
1925,6,1957,2007,1721,0,1721,1331,2,464,174850
1926,5,1957,2007,922,0,922,922,1,308,116000
1927,5,1956,2007,1048,0,1048,1048,1,286,135000
1928,6,1970,2007,1657,0,1657,1657,2,484,163500
1929,5,1955,2007,1411,0,1411,1204,1,310,130000
1930,5,1955,2007,1216,0,1216,1216,1,336,129500
1931,5,1953,2007,1154,0,1154,864,1,336,142000
1932,5,1958,2007,1560,0,1560,1560,2,484,128600
1933,6,1952,2007,948,0,948,948,2,410,125000
1934,6,1953,2007,1040,0,1040,1040,1,293,136000
1935,5,1953,2007,1008,0,1008,1008,1,240,134500
1936,5,1956,2007,925,0,925,925,1,252,127000
1937,5,1955,2007,1360,0,1360,384,2,572,130000
1938,4,1955,2007,1040,500,1540,1190,1,352,115000
1939,5,1955,2007,925,0,925,923,1,390,116900
1940,5,1956,2007,928,0,928,928,1,252,132000
1941,4,1953,2007,1647,0,1647,1105,1,280,153000
1942,5,1952,2007,924,0,924,924,1,420,112500
1943,4,1890,2007,1000,544,1544,925,0,0,138000
1944,5,1949,2007,893,0,893,845,2,576,135000
1945,5,1953,2007,1216,0,1728,1216,1,371,156000
1946,5,1935,2007,1308,1778,3086,666,3,1200,301600
1947,5,1940,2007,735,299,1034,735,1,240,109000
1948,4,1956,2007,882,0,882,882,0,0,103200
1949,4,1925,2007,845,436,1281,1151,2,580,128500
1950,4,1927,2007,968,0,968,656,1,216,64500
1951,5,1895,2007,751,783,1534,736,0,0,148000
1952,5,1920,2007,691,0,691,691,1,216,86000
1953,7,1963,2007,1035,616,1651,725,1,276,172000
1954,5,1961,2007,888,0,888,920,1,240,120000
1955,6,1968,2007,952,0,952,952,1,288,128500
1956,5,1969,2007,1040,1040,2080,1040,2,504,135000
1957,5,1949,2007,672,252,924,672,2,576,122900
1958,6,1948,2007,1082,0,1082,1082,1,240,119200
1959,6,1949,2007,1168,678,1846,1040,1,315,143000
1960,5,1950,2007,988,0,988,876,1,276,119000
1961,5,1950,2007,1238,0,1238,864,1,357,102000
1962,5,1950,2007,864,0,864,864,2,720,129000
1963,5,1960,2007,1134,0,1134,1010,1,254,135000
1964,5,1959,2007,1040,0,1040,1040,1,286,152000
1965,5,1958,2007,1170,0,1170,1170,1,338,140000
1966,5,1960,2007,1242,0,1242,1242,1,324,152000
1967,5,1960,2007,1377,0,1377,1377,1,351,156500
1968,5,1961,2007,1800,0,1800,1800,0,0,141000
1969,5,1961,2007,925,0,925,0,1,300,99000
1970,6,1964,2007,1020,831,1851,822,2,440,187000
1971,5,1962,2007,876,936,1812,864,1,264,169500
1972,5,1962,2007,864,0,864,864,1,294,125500
1973,5,1962,2007,936,0,936,896,1,288,130000
1974,5,1926,2007,960,0,960,850,2,576,103000
1975,5,1910,2007,768,664,1432,264,2,360,132000
1976,6,1927,2007,866,430,1296,845,2,576,127500
1977,5,1922,2007,1022,0,1022,1022,1,184,89500
1978,5,1980,2007,936,0,936,936,2,672,140000
1979,5,1920,2007,967,0,967,967,1,180,99900
1980,4,1885,2007,1047,0,1047,641,1,273,100000
1981,5,1940,2007,1072,0,1072,808,2,379,130000
1982,5,1900,2007,680,494,1174,680,2,576,135000
1983,3,1948,2007,679,504,1183,649,1,308,120000
1984,4,1937,2007,1131,0,1131,907,2,672,89471
1985,4,1900,2007,761,380,1141,570,1,252,85000
1986,4,1920,2007,960,0,960,960,1,308,108500
1987,4,1900,2007,1156,642,1798,1075,2,342,137000
1988,5,1945,2007,866,0,866,686,0,0,110500
1989,5,1923,2007,968,0,968,968,2,480,100000
1990,8,1910,2007,909,863,1772,725,2,816,184900
1991,6,1927,2007,914,728,1642,728,1,374,145000
1992,5,1925,2007,842,630,1472,702,1,250,125000
1993,5,1910,2007,616,616,1232,616,2,480,114000
1994,5,1900,2007,1422,915,2337,662,2,560,90000
1995,6,1910,2007,991,659,1650,926,2,468,144100
1996,6,1880,2007,1178,1032,2210,1008,1,205,117500
1997,5,1930,2007,687,671,1358,687,1,336,124500
1998,7,1879,2007,1312,1142,2454,819,2,576,185000
1999,6,1910,2007,1260,1031,2291,1214,2,506,133900
2000,6,1926,2007,1149,467,1616,1149,1,216,152000
2001,5,1948,2007,1559,0,1559,1559,2,812,153500
2002,7,1890,2007,1576,978,2554,718,2,704,159500
2003,5,1930,2007,912,336,1248,912,1,160,87000
2004,4,1956,2007,968,0,968,0,1,331,104500
2005,4,1949,2007,1382,0,1382,0,1,384,110000
2006,5,1925,2007,916,144,1060,756,1,308,136500
2007,5,1950,2007,910,525,1435,910,1,308,128250
2008,5,1920,2007,1167,0,1167,915,2,495,144000
2009,6,1923,2007,915,720,1635,1065,2,440,210000
2010,5,1939,2007,728,546,1274,728,1,224,135000
2011,6,1939,2007,608,624,1232,600,1,217,128000
2012,6,1941,2007,869,349,1218,735,2,440,131000
2013,5,1939,2007,884,0,884,884,1,240,113000
2014,6,1938,2007,861,548,1409,861,2,528,126000
2015,5,1939,2007,899,423,1322,672,1,280,132000
2016,5,1930,2007,1014,412,1426,966,1,230,131750
2017,5,1926,2007,903,378,1281,756,2,379,132500
2018,5,1920,2007,939,574,1513,939,1,180,137500
2019,7,1929,2007,854,0,854,832,2,576,132000
